"iter","Phase.2.alpha","Phase.2.beta","Phase.1.alpha","Phase.1.beta"
39795,-630.499,-231.21,-1746.02,-1432.29
39796,-568.201,-501.854,-1931.84,-1437.65
39797,-696.47,-645.624,-1712.46,-1414.79
39798,-972.753,-708.397,-1903.42,-1302.59
39799,-958.43,-663.653,-1796.88,-1252.55
39800,-986.358,-518.968,-1860.21,-1332.2
39801,-635.35,-400.722,-1774.41,-1293.14
39802,-731.449,-428.001,-1827.16,-1295.02
39803,-680.461,-406.232,-1796.65,-1325.58
39804,-750.511,-442.5,-1764.48,-1252.18
39805,-725.045,-389.866,-1772.83,-1264.54
39806,-700.237,-495.124,-1799.85,-1272.29
39807,-736.545,-413.2,-1938.06,-1149.93
39808,-789.35,-734.014,-1646.79,-1053.91
39809,-858.164,-759.912,-1610.27,-1227.31
39810,-1001.89,-721.615,-1867,-1277.71
39811,-835.529,-692.319,-1756.02,-1254.47
39812,-1036.95,-683.876,-1897.27,-1320.92
39813,-1118.07,-772.234,-1604.43,-1236.44
39814,-1014.96,-733.463,-1884.41,-1247.24
39815,-880.866,-690.055,-1752.14,-1248.56
39816,-748.324,-738.516,-1758.03,-1079.08
39817,-1095.94,-651.621,-1587.69,-1321.77
39818,-893.573,-812.168,-1624.77,-1137.23
39819,-695.299,-615.28,-1720.52,-1175.48
39820,-750.45,-448.646,-1840.82,-1349.28
39821,-692.707,-632.071,-1672.97,-1366.31
39822,-656.813,-248.879,-1731.57,-1240.82
39823,-908.911,-629.714,-1777.22,-1219.65
39824,-1000.99,-648.89,-1901.15,-1303.17
39825,-812.729,-504.688,-1495.21,-1108.4
39826,-818.632,-322.585,-1705.9,-1131.35
39827,-818.064,-604.277,-1934.76,-1235.8
39828,-895.551,-706.805,-1728.38,-1178.97
39829,-920.236,-634.57,-1854.7,-1255.16
39830,-1131.02,-564.705,-1828.36,-1310.11
39831,-807.359,-674.518,-1701.74,-1248.87
39832,-874.515,-670.936,-1856.52,-1141.88
39833,-897.323,-764.188,-1725.5,-1129.3
39834,-738.005,-670.263,-1859.91,-1169.76
39835,-657.156,-477.717,-1791.29,-1158.76
39836,-714.789,-680.378,-1802.1,-1249.11
39837,-520.847,-511.892,-1749.82,-1280.53
39838,-676.356,-352.246,-1956.73,-1105.82
39839,-541.436,-357.387,-1748.05,-1260.05
39840,-550.196,-408.706,-1728.34,-1222.59
39841,-597.645,-590.068,-1877.47,-1060.25
39842,-1034.66,-727.084,-1726.52,-1273.53
39843,-608.697,-418.613,-1798.32,-1176.01
39844,-617.58,-533.479,-1944.8,-1279.5
39845,-598.039,-523.089,-1830.21,-1336.54
39846,-694.795,-224.606,-1742.81,-1368.38
39847,-690.618,-284.648,-1718.65,-1095.35
39848,-622.314,-393.423,-1882.74,-1249.46
39849,-587.755,-555.223,-1814.84,-1137.16
39850,-565.791,-287.965,-1879.91,-966.669
39851,-642.053,-182.925,-1799.19,-1189.68
39852,-951.874,-616.569,-1807.99,-1382.34
39853,-624.128,-277.87,-1763.32,-1329.4
39854,-783.926,-689.649,-1948.61,-1199.11
39855,-873.663,-555.831,-1777.36,-1308.55
39856,-912.221,-545.91,-1717.5,-1282.71
39857,-894.237,-477.013,-1690.42,-1261.43
39858,-895.837,-527.363,-1785.9,-987.805
39859,-867.774,-508.353,-1747.99,-1217.63
39860,-817.92,-660.523,-1821.54,-1159.14
39861,-855.906,-669.238,-1814.67,-1164.39
39862,-768.989,-657.852,-1708.75,-1311.89
39863,-621.857,-330.365,-1678.07,-1352.54
39864,-693.943,-302.254,-1794.59,-1310.99
39865,-652.986,-278.216,-1773.32,-1248.29
39866,-608.826,-521.91,-1696.51,-1242.38
39867,-800.665,-468.166,-1659.68,-1425.7
39868,-611.994,-298.752,-1699.95,-1296.73
39869,-549.372,-322.285,-1714.16,-1318.54
39870,-477.791,-411.595,-1659.32,-1147.48
39871,-789.388,-262.009,-1672.57,-1341.3
39872,-563.776,-358.166,-1760.14,-1508.26
39873,-591.304,-485.402,-1695.61,-1189.09
39874,-659.928,-522.489,-1915.2,-1236.37
39875,-554.769,-336.746,-1684.65,-1173.63
39876,-408.657,-385.736,-1713.17,-1171.27
39877,-619.181,-337.937,-1767.76,-1184.48
39878,-905.127,-687.895,-1776,-1337.3
39879,-818.918,-718.531,-1834.79,-1416.74
39880,-701.444,-389.56,-1917.64,-1251.18
39881,-740.089,-360.619,-1865.58,-1112.6
39882,-699.068,-123.909,-1725.49,-1327.61
39883,-739.934,-619.923,-1912.63,-1367.57
39884,-681.646,-483.531,-1959.99,-1250.77
39885,-737.211,-410.508,-1609.19,-1258.92
39886,-671.835,-201.543,-1860.98,-1236.52
39887,-641.007,-457.736,-1779.81,-1225.92
39888,-593.666,-410.067,-1700.93,-1211.94
39889,-650.644,-330.157,-1749.1,-1312.4
39890,-816.323,-571.553,-1673.74,-1278.16
39891,-650.561,-413.165,-1697.96,-1216.71
39892,-556.744,-335.615,-1936.83,-1220.71
39893,-545.63,-398.108,-1792.88,-1004.13
39894,-600.742,-447.71,-1710.67,-1239.03
39895,-675.21,-184.868,-1814.57,-1290.11
39896,-755.267,-187.801,-1798.59,-1153.77
39897,-715.374,-230.747,-1780.66,-1080.51
39898,-604.202,-547.225,-1731.39,-1215.79
39899,-673.634,-357.585,-1780.4,-1228.76
39900,-679.763,-648.677,-1865.7,-1358.93
39901,-1032.82,-659.124,-1839.27,-1316.28
39902,-1052.57,-741.655,-1646.06,-1268.01
39903,-736.462,-445.401,-1884.99,-1268.89
39904,-665.047,-399.304,-1875.36,-1217.46
39905,-661.15,-307.499,-1841.54,-1239.12
39906,-649.929,-363.28,-1659.81,-1217.47
39907,-660.167,-482.664,-1602.73,-1272.52
39908,-689.032,-477.291,-1698.41,-1286.49
39909,-686.345,-625.192,-1736.36,-1350.82
39910,-644.966,-535.779,-1720.21,-1368.08
39911,-696.683,-182.681,-1792.07,-1417.51
39912,-725.992,-344.291,-1761.21,-1264.26
39913,-713.202,-462.477,-1757.95,-1180.68
39914,-697.921,-321.893,-1655.42,-1277.18
39915,-1012.19,-617.031,-1745.19,-1208.9
39916,-941.583,-757.582,-1661.03,-1060.74
39917,-923.37,-717.128,-1834.38,-1248.99
39918,-913.468,-607.428,-1850.76,-1276.27
39919,-881.877,-656.927,-1898.76,-1093.02
39920,-818.111,-660.24,-1932.19,-1299.65
39921,-694.048,-299.836,-1718.7,-1184.28
39922,-690.504,-303.19,-1715.11,-1284.12
39923,-543.135,-305.084,-1764.53,-1382.82
39924,-727.528,-412.401,-1726.2,-1230.43
39925,-631.716,-422.957,-1905.57,-1184.95
39926,-649.872,-252.278,-1736.83,-1222.89
39927,-679.138,-490.525,-1847.1,-1219.88
39928,-849.125,-657.739,-1736.21,-1151.37
39929,-888.266,-748.715,-1642.96,-1118.65
39930,-810.554,-683.53,-1866.86,-1124.64
39931,-789.913,-622.408,-1976.26,-1400.89
39932,-658.344,-578.139,-1858.77,-1251.04
39933,-789.781,-724.958,-1691.74,-1248.19
39934,-957.543,-634.272,-1852.05,-1379.67
39935,-857.705,-666.121,-1793.12,-1278.29
39936,-937.473,-636.486,-1782.89,-1240.68
39937,-692.283,-239.197,-1827.71,-1295.33
39938,-678.832,-235.586,-1826.65,-1205.47
39939,-732.131,-668.195,-1799.05,-1121.99
39940,-772.867,-658.238,-1909.38,-1313.66
39941,-862.604,-709.242,-1879.35,-1234.6
39942,-748.612,-690.362,-1728.42,-1400.8
39943,-702.857,-472.583,-1890.58,-1251.61
39944,-753.015,-275.424,-1838.37,-1290.16
39945,-715.88,-698.284,-1958.65,-1242.06
39946,-614.973,-303.529,-1971.11,-1120.29
39947,-651.365,-169.645,-1913.4,-1295.49
39948,-775.231,-378.142,-1710.09,-1260.92
39949,-833.556,-350.427,-1716.62,-1169.64
39950,-717.104,-181.488,-1791.37,-1121.21
39951,-740.098,-494.732,-1567.59,-1210.42
39952,-670.877,-168.824,-1528.4,-1246.76
39953,-662.33,-336.271,-1539.41,-1233.73
39954,-696.254,-390.241,-1728.96,-1328.94
39955,-629.958,-271.904,-1668.94,-1283.5
39956,-647.555,-475.165,-1870.66,-1270.01
39957,-623.772,-417.878,-1739.27,-1283.4
39958,-565.407,-553.872,-1730.73,-1333.3
39959,-869.443,-708.707,-1640.33,-1198.59
39960,-871.948,-613.257,-1780.33,-1256.71
39961,-731.409,-621.157,-1790.98,-1339.09
39962,-836.216,-741.624,-1823.35,-1347.82
39963,-929.359,-577.239,-1641.28,-1348
39964,-921.13,-580.16,-1742.19,-1207.88
39965,-993.83,-596.834,-1745,-1256.75
39966,-967.462,-623.804,-1537.6,-1237.82
39967,-918.935,-620.124,-1536.09,-1250.52
39968,-924.317,-696.427,-1761.91,-1270.84
39969,-811.774,-726.413,-1828.75,-1161.26
39970,-979.955,-738.947,-1984.73,-1227.45
39971,-826.488,-798.769,-1955.84,-1238.76
39972,-940.185,-670.854,-1648.03,-1240.54
39973,-1037.14,-658.896,-1806.46,-1203.43
39974,-958.849,-642.351,-1816.68,-1377.36
39975,-984.546,-673.62,-1806.83,-1167.69
39976,-939.539,-505.447,-1789.27,-1251.54
39977,-827.631,-474.894,-1809.01,-1180.98
39978,-960.82,-673.184,-1842.52,-1169.98
39979,-831.794,-521.363,-1884.32,-1196.12
39980,-873.748,-734.949,-1896.18,-1213.82
39981,-687.918,-366.093,-1924.49,-1233.55
39982,-932.818,-786.215,-1780.76,-1257.11
39983,-690.81,-413.201,-1778.69,-1243.26
39984,-709.934,-464.137,-1865.11,-1261.9
39985,-900.327,-645.716,-1852.18,-1215.41
39986,-698.288,-196.262,-1828.53,-1192.82
39987,-706.976,-353.543,-1913.16,-1200.18
39988,-717.559,-413.831,-1873.5,-1110.1
39989,-786.786,-594.284,-1877.48,-1127.83
39990,-915.26,-716.257,-1781.35,-1200.08
39991,-840.479,-689.27,-1723.1,-1251.97
39992,-764.614,-660.534,-1785.53,-1327.85
39993,-628.674,-616.074,-1632.06,-1172.93
39994,-916.589,-628.215,-1498.4,-1352.37
39995,-905.31,-669.176,-1921.79,-1197.29
39996,-906.816,-774.266,-1969.81,-1377.3
39997,-881.668,-628.882,-1813.45,-1282.98
39998,-831.07,-716.819,-1799.46,-1372.61
39999,-745.977,-725.72,-1752.39,-1164.52
40000,-804.449,-657.564,-1683.93,-1195.54
40001,-634.568,-600.754,-1798.76,-1278.51
40002,-562.511,-465.432,-1737.16,-1216.84
40003,-677.507,-634.805,-1729.04,-1136.84
40004,-677.327,-392.124,-1779.28,-1163.92
40005,-737.355,-196.885,-1770.98,-1235.76
40006,-618.254,-373.684,-1934.24,-1191.75
40007,-664.513,-454.952,-1742.03,-1200.05
40008,-495.129,-401.15,-1557.59,-1275.74
40009,-505.08,-427.442,-1754.73,-1188.33
40010,-786.247,-664.875,-1897.64,-1222.62
40011,-750.82,-743.452,-1765.88,-1287.16
40012,-816.969,-689.278,-1881.45,-1376.74
40013,-823.631,-528.522,-1727.64,-1355.84
40014,-860.687,-593.23,-1847.49,-1217.86
40015,-913.076,-686.901,-1658.14,-1274.01
40016,-940.927,-539.6,-1611.02,-1247.34
40017,-957.878,-682.436,-1704.02,-1300.52
40018,-878.936,-722.425,-1709.96,-1381.12
40019,-1069.53,-737.757,-1590.03,-1208.1
40020,-872.2,-685.761,-1881.59,-1161.42
40021,-946.33,-686.842,-1699.08,-1161.48
40022,-912.122,-694.355,-1926.33,-1193.66
40023,-905.643,-661.52,-1731.09,-1248.59
40024,-837.153,-540.011,-1679.76,-1205.51
40025,-1136.47,-336.004,-1854.47,-1187.35
40026,-613.17,-608.099,-1749.92,-1265.72
40027,-653.182,-460.882,-1741.88,-1202.37
40028,-666.32,-437.695,-1842.48,-1256.81
40029,-612.661,-389.405,-1790.42,-1240.49
40030,-532.429,-374.96,-1862.74,-1292.2
40031,-591.672,-507.012,-1806.32,-1240.75
40032,-807.478,-707.425,-1750.01,-1296.73
40033,-673.631,-540.443,-1783.47,-1254.65
40034,-788.645,-644.242,-1780.89,-1280.65
40035,-910.903,-729.144,-1757.35,-1236.11
40036,-813.123,-746.264,-1928.7,-1249.34
40037,-944.449,-645.404,-1769.27,-1189.73
40038,-640.781,-377.705,-1748.28,-1251.22
40039,-684.756,-385.725,-1929.92,-1100.26
40040,-770.714,-492.849,-1745.33,-1245.88
40041,-690.508,-268.005,-1807.97,-1239.56
40042,-923.524,-643.043,-1760.7,-1261.52
40043,-952.24,-701.482,-1723.59,-1196.98
40044,-733.426,-653.659,-1825.37,-1216.53
40045,-939.523,-731.054,-1779.15,-1118.84
40046,-852.729,-707.164,-1795.72,-1219.17
40047,-830.85,-742.466,-1859.62,-1219.12
40048,-763.417,-483.594,-1810.59,-1284.76
40049,-696.335,-312.019,-1901.06,-1171.33
40050,-664.8,-147.022,-1878.45,-1139.78
40051,-742.535,-311.692,-1747.27,-1346.02
40052,-733.197,-288.508,-1680.62,-1340.52
40053,-755.901,-319.936,-1603.16,-1151.43
40054,-676.234,-266.444,-1766.76,-1418.2
40055,-719.565,-425.099,-1717.19,-1345.46
40056,-693.854,-464.036,-1706.63,-1279.29
40057,-563.407,-296.969,-1527.29,-1270.93
40058,-714.581,-594.926,-1805.27,-1179.9
40059,-648.384,-382.437,-1908.28,-1163.24
40060,-703.487,-668.979,-1758.01,-1256.48
40061,-644.996,-631.825,-1759.05,-1333.94
40062,-644.24,-416.105,-1730.2,-1326.36
40063,-630.737,-292.285,-1546.53,-1221.62
40064,-648.389,-413.432,-1956.63,-1242.62
40065,-631.15,-281.355,-1600.71,-1228.03
40066,-654.794,-490.891,-1755.7,-1183.72
40067,-701.695,-392.303,-1885.9,-1112.25
40068,-743.255,-720.839,-1902.69,-1151.09
40069,-689.558,-469.116,-1784.59,-1236.65
40070,-711.138,-138.346,-1838.34,-1190.07
40071,-694.076,-216.221,-1876.04,-1220.02
40072,-673.858,-211.826,-1640.49,-1228.2
40073,-747.268,-329.094,-1935.95,-1291.97
40074,-631.632,-388.688,-1761.19,-1232.67
40075,-608.353,-384.443,-1869.18,-1329.05
40076,-585.428,-336.714,-1757.38,-1344.05
40077,-714.83,-241.595,-1760.99,-1114.09
40078,-723.992,-288.705,-1952.25,-1178.08
40079,-691.624,-420.501,-1830.77,-1098.04
40080,-635.596,-388.762,-1856.64,-1174.41
40081,-613.451,-443.212,-1745.12,-1233.46
40082,-529.278,-338.012,-1943.54,-1372.37
40083,-491.567,-326.026,-1733.91,-1254.21
40084,-488.945,-363.909,-1877.37,-1172.82
40085,-704.947,-234.746,-1673.8,-1196.48
40086,-521.935,-493.189,-1680.35,-1215.19
40087,-706.697,-371.501,-1544.57,-1392.29
40088,-819.614,-552.629,-1950.07,-1243.44
40089,-865.155,-655.882,-1809.87,-1209.15
40090,-805.375,-685.163,-1748.88,-1159.34
40091,-626.82,-521.241,-1697.11,-1252.2
40092,-614.908,-370.923,-1982.94,-1201.75
40093,-659.586,-384.99,-1813.4,-1367.11
40094,-552.331,-233.722,-1691.97,-1168.97
40095,-740.499,-303.536,-1837.69,-1245.47
40096,-661.829,-378.305,-1838.05,-1246.75
40097,-740.178,-344.63,-1864.93,-1161.04
40098,-694.141,-681.46,-1946.59,-1250.19
40099,-590.491,-448.099,-1963.03,-1228.32
40100,-439.527,-399.307,-1864.35,-1172.07
40101,-486.077,-453.416,-1935.88,-1235.74
40102,-540.294,-481.487,-1956.1,-1375.04
40103,-457.27,-399.774,-1853.72,-1175.52
40104,-656.643,-354.822,-1900.09,-1373.7
40105,-624.505,-457.745,-1834.66,-1231.04
40106,-650.445,-330.847,-1950.05,-1187.67
40107,-803.951,-365.248,-1808.68,-1188.02
40108,-584.029,-419.836,-1814.69,-1163.65
40109,-476.662,-409.839,-1818.16,-1367.61
40110,-737.317,-392.55,-1880.09,-1126.35
40111,-724.844,-425.866,-1928.38,-1173.89
40112,-605.194,-290.964,-1953.1,-1286.62
40113,-545.134,-530.256,-1871.9,-1294.04
40114,-538.876,-22.8181,-1773.15,-1302.36
40115,-754.309,-595.893,-1773.61,-1351.57
40116,-961.536,-547.721,-1804.67,-1272.15
40117,-956.159,-653.013,-1661.19,-1471.51
40118,-759.351,-699.887,-1835.18,-1201.54
40119,-947.061,-711.905,-1750.98,-1268.04
40120,-898.938,-693.562,-1684.54,-1386.5
40121,-916.294,-671.209,-1709.36,-1256.8
40122,-706.601,-640.391,-1763.54,-1392.89
40123,-696.407,-552.746,-1780.88,-1330.4
40124,-679.881,-501.31,-1878.02,-1291.27
40125,-960.564,-725.844,-1945.87,-1384.35
40126,-912.32,-625.076,-1924.1,-1234.86
40127,-878.795,-664.945,-1557.18,-1405.96
40128,-877.34,-667.982,-1709.13,-1274.56
40129,-880.432,-697.085,-1794.15,-1393.18
40130,-579.623,-253.468,-1708.28,-1319.45
40131,-969.339,-597.326,-1715.54,-1307.23
40132,-944.79,-717.856,-1878.5,-1240.52
40133,-953.695,-720.29,-1903.99,-1377.05
40134,-847.467,-700.006,-1766.6,-1179.31
40135,-643.658,-377.581,-1723.68,-1175.32
40136,-652.52,-578.89,-1800.74,-1185.11
40137,-960.842,-653.151,-1824.66,-1147.52
40138,-926.494,-715.338,-1646.04,-1196.79
40139,-922.09,-592.993,-1983.58,-1292.04
40140,-967.529,-560.188,-1810.99,-1214.19
40141,-893.962,-626.95,-1749.15,-1295.43
40142,-866.118,-627.931,-1623.34,-1223.88
40143,-844.833,-649.177,-1962.27,-1292.25
40144,-827.741,-641.51,-1963.81,-1266.63
40145,-779.621,-724.469,-1926.82,-1137.68
40146,-855.838,-664.087,-1787.62,-1334.34
40147,-1044.3,-698.773,-1847.03,-1180.84
40148,-859.048,-747.335,-1817.33,-1118.25
40149,-759.926,-710.066,-1651.19,-1178.46
40150,-757.322,-694.744,-1678.28,-1240.74
40151,-742.454,-646.15,-1780.61,-1127.23
40152,-626.457,-262.637,-1703.71,-1259.41
40153,-645.961,-277.923,-1747.27,-1202.73
40154,-674.815,-448.41,-1725.22,-1205.45
40155,-711.432,-404.562,-1524.97,-1286.26
40156,-481.838,-292.976,-1669.11,-1248.34
40157,-652.344,-536.182,-1570.72,-1253.78
40158,-556.472,-525.347,-1674.92,-1287.89
40159,-968.375,-721.833,-1702.54,-1250.54
40160,-821.674,-765.781,-1880.89,-1230.91
40161,-832.727,-630.295,-1866.79,-1178.23
40162,-626.446,-551.967,-1909.57,-1249.34
40163,-806.223,-311.971,-1854.59,-1292.75
40164,-755.869,-158.66,-1763.86,-1166.2
40165,-712.904,-426.296,-1673.82,-1346.23
40166,-718.778,-385.267,-1789.85,-1141.86
40167,-748.379,-471.046,-1685.06,-1177.55
40168,-928.303,-703.319,-1740.72,-1171.94
40169,-950.865,-675.647,-1791.24,-1243.2
40170,-840.143,-529.493,-1869.85,-1310.07
40171,-630.293,-563.759,-1861.16,-1317.97
40172,-857.853,-668.088,-1941.23,-1183.85
40173,-925.742,-628.515,-1753.66,-1291.98
40174,-933.853,-639.129,-1783.22,-1157.66
40175,-951.462,-708.156,-1822.57,-1307.32
40176,-856.821,-642.249,-1723.12,-1204.6
40177,-650.897,-524.085,-1774.05,-1254.32
40178,-985.814,-688.996,-1751.79,-1200.06
40179,-805.661,-678.121,-1727.8,-1194.01
40180,-685.074,-641.296,-1694.4,-1299.61
40181,-680.867,-576.442,-1691.92,-1363.6
40182,-912.94,-503.14,-1765.44,-1358.26
40183,-882.441,-562.768,-1967.52,-1405.09
40184,-968.155,-578.572,-1782.72,-1147.66
40185,-971.703,-681.959,-1766.49,-1128.89
40186,-927.148,-566.79,-1730.74,-1150.37
40187,-444.302,-413.933,-1922.79,-1205.62
40188,-653.901,-427.587,-1893.84,-1303.87
40189,-559.87,-412.62,-1661.07,-1365.95
40190,-615.952,-431.919,-1625.53,-1229.69
40191,-858.628,-570.316,-1609.19,-1265.74
40192,-822.582,-445.667,-1783.8,-1242.96
40193,-962.86,-583.319,-1753.46,-1345.36
40194,-927.598,-727.508,-1670.64,-1304.43
40195,-985.107,-786.675,-1732.75,-1171.57
40196,-692.701,-292.992,-1724.54,-1210.68
40197,-660.536,-558.941,-1814.94,-1202.63
40198,-531.156,-506.13,-1846.53,-1062.38
40199,-829.694,-438.573,-1828.85,-1204.01
40200,-698.758,-555.744,-1718.43,-1174.38
40201,-774.436,-666.732,-1584.18,-1311.23
40202,-669.061,-292.993,-1940.14,-1119.2
40203,-687.901,-202.55,-1953.68,-1162.2
40204,-853.706,-689.693,-1909.77,-1189.77
40205,-681.033,-564.761,-1661.41,-1119.73
40206,-735.035,-204.823,-1740.44,-1121.65
40207,-449.674,-397.372,-1840.05,-1296.9
40208,-1075.25,-579.952,-1719.05,-1412.71
40209,-1065.2,-511.048,-1631.09,-1379.84
40210,-1006.2,-695.61,-1777.75,-1321.16
40211,-857.614,-742.567,-1741.63,-1162.83
40212,-560.099,-377.803,-1771.11,-1237.07
40213,-627.479,-483.771,-1748.25,-1249.33
40214,-633.845,-493.088,-1885.23,-1018.41
40215,-744.97,-647.782,-1757.13,-1359.52
40216,-672.862,-466.835,-1994.45,-1243.46
40217,-895.765,-705.416,-1804.32,-1209.5
40218,-791.747,-653.736,-1820.43,-1242.91
40219,-878.883,-705.388,-1789.22,-1398.69
40220,-496.322,-467.966,-1786.72,-1332.27
40221,-899.426,-550.234,-1759.51,-941.469
40222,-1088.44,-636.411,-1906.85,-1184.39
40223,-912.654,-690.194,-1725.31,-1153.75
40224,-815.222,-693.622,-1786.24,-1276.91
40225,-752.448,-410.26,-1922.49,-1283.94
40226,-641.914,-404.369,-1662.4,-1234.62
40227,-533.266,-411.574,-1753.53,-1207.62
40228,-499.846,-470.57,-1916.55,-1142.97
40229,-737.868,-380.733,-1878.84,-1261.45
40230,-716.505,-450.069,-1811.12,-1246.26
40231,-652.34,-428.396,-1657.6,-1255.63
40232,-712.367,-247.366,-1806.74,-1184.64
40233,-688.744,-425.421,-1972.66,-1246.86
40234,-639.328,-169.219,-1690.1,-1139.75
40235,-633.247,-314.247,-1748.47,-1377.35
40236,-599.763,-318.53,-1900.64,-1134.19
40237,-693.674,-274.657,-1664.82,-1317.11
40238,-717.236,-287.267,-1686.98,-1327.17
40239,-675.963,-277.302,-1795.02,-1233.52
40240,-610.762,-363.721,-1825.46,-1148.34
40241,-667.484,-317.586,-1613.02,-1332.75
40242,-1026.35,-677.536,-1627.78,-1277.31
40243,-880.772,-480.518,-1654.27,-1226.39
40244,-926.962,-710.131,-1738.12,-1156.59
40245,-1077.75,-380.31,-1778.87,-1364.75
40246,-723.763,-477.798,-1586.14,-1265.27
40247,-814.22,-457.769,-1739.94,-1270.45
40248,-780.579,-718.393,-1774.65,-1281.43
40249,-748.263,-704.68,-1779.33,-1308.34
40250,-681.617,-325.837,-1891.61,-1164.43
40251,-727.313,-418.692,-1900.83,-1374.91
40252,-718.202,-365.554,-1982.99,-1282.68
40253,-805.984,-352.911,-1978.09,-1430.09
40254,-762.299,-400.933,-1902.38,-1312.09
40255,-593.888,-403.715,-1778.82,-1228.68
40256,-616.325,-594.47,-1748.98,-1182.5
40257,-689.855,-419.123,-1855.21,-1157.3
40258,-699.351,-343.551,-1847.55,-1272.99
40259,-704.906,-282.085,-1796.11,-1200.86
40260,-705.477,-369.778,-1745.41,-1301.87
40261,-788.976,-328.042,-1837.17,-1228.74
40262,-525.416,-227.667,-1851.92,-1161.04
40263,-556.22,-304.756,-1770.38,-1547.4
40264,-643.742,-194.125,-1647.33,-1015.89
40265,-654.512,-309.972,-1800.4,-1239.88
40266,-642.183,-513.837,-1748.23,-1277.83
40267,-979.017,-611.538,-1720.33,-1161.77
40268,-815.964,-650.942,-1825.89,-1238.32
40269,-742.403,-601.282,-1657.56,-1110.52
40270,-900.285,-753.254,-1756.13,-1099.76
40271,-890.01,-685.899,-1791.45,-1295.43
40272,-813.167,-667.204,-1758.63,-1196.24
40273,-842.679,-661.057,-1898.48,-1245.66
40274,-1057.73,-465.801,-1757.89,-1270.9
40275,-918.105,-434.571,-1721.24,-1288.84
40276,-1006.16,-653.863,-1716.34,-1297.01
40277,-946.571,-688.951,-1980.36,-1273.78
40278,-696.33,-519.849,-1944.58,-1213.93
40279,-685.01,-420.204,-1918.27,-1178.85
40280,-730.459,-413.012,-1921.14,-1235.93
40281,-789.289,-382.27,-1871.67,-1293.63
40282,-759.954,-368.222,-1919.69,-1159.65
40283,-648.266,-444.775,-1594.85,-1268.77
40284,-714.988,-693.861,-1710.57,-1138.06
40285,-676.509,-417.394,-1709.32,-1181.47
40286,-699.454,-512.269,-1766.4,-1196.73
40287,-669.898,-357.912,-1733.82,-1153.19
40288,-1085.07,-484.272,-1523.74,-1216.04
40289,-641.15,-207.603,-1863.45,-1204.44
40290,-453.419,-301.914,-1923.3,-1108.03
40291,-575.727,-429.088,-1924.32,-1297.79
40292,-718.042,-410.883,-1961.6,-1169.31
40293,-641.647,-353.855,-1874.3,-1188.62
40294,-718.442,-405.759,-1842.03,-1206.53
40295,-677.344,-376.88,-1867.62,-1173.01
40296,-656.996,-446.117,-1716.12,-1224.64
40297,-858.46,-674.963,-1738.86,-1171.26
40298,-825.64,-661.82,-1735.56,-1158.31
40299,-847.524,-722.148,-1696.84,-1186.98
40300,-809.462,-702.632,-1757.22,-1240.93
40301,-872.833,-714.701,-1732.75,-1195.06
40302,-895.336,-738.886,-1651.16,-1254.05
40303,-744.491,-735.072,-1660.56,-1291.03
40304,-760.171,-636.524,-1604.42,-1120.62
40305,-729.09,-370.379,-1658.62,-1309.35
40306,-726.964,-370.347,-1637.62,-1281.05
40307,-745.301,-615.914,-1731.2,-1233.37
40308,-866.629,-716.884,-1776.68,-1175.28
40309,-904.403,-539.699,-1837.6,-1120.77
40310,-841.044,-440.106,-1533.55,-1225.29
40311,-856.529,-481.036,-1722.5,-1140.81
40312,-781.479,-595.727,-1880.21,-1382.84
40313,-614.017,-371.483,-1971.23,-1151.95
40314,-897.664,-681.337,-1903.64,-1230.58
40315,-934.776,-735.573,-1725.07,-1360.01
40316,-852.766,-718.25,-1815.93,-1280.94
40317,-861.874,-730.572,-1865.99,-1305.66
40318,-686.424,-381.371,-1843.4,-1194.8
40319,-626.67,-354.588,-1779.74,-1311.58
40320,-635.894,-410.395,-1864.27,-1323.73
