"iter","E21","E11","E22","E12"
11555,-313.302,-1948.83,-511.715,-1358.13
11556,-517.497,-1887.67,-617.095,-1355.21
11557,-446.638,-1944.48,-518.044,-1240.26
11558,-402.189,-1799.78,-639.205,-1249.94
11559,-302.729,-1829.2,-704.964,-1196.04
11560,-559.613,-1653.77,-707.51,-1417.74
11561,-247.464,-1780.11,-655.754,-1280.42
11562,-340.964,-1896.68,-439.465,-1376.97
11563,-278.184,-1781.19,-509.03,-1238.43
11564,-194.807,-1921.01,-440.673,-1424.11
11565,-224.464,-1829.2,-758.575,-1355.34
11566,-176.504,-1750.98,-686.12,-1258.51
11567,-390.022,-1703.65,-715.62,-1334.64
11568,-964.693,-1691.41,-715.618,-1187.06
11569,-1064.11,-1925.54,-693.223,-1182.59
11570,-658.237,-1711.42,-901.472,-1300.97
11571,-968.12,-1763.17,-720.176,-1176.35
11572,-755.416,-1561.28,-399.371,-1271.75
11573,-663.51,-1739.16,-665.833,-1132.82
11574,-732.759,-1739.55,-484.973,-1090.25
11575,-748.566,-1741.83,-504.537,-1283.19
11576,-654.775,-1988.11,-561.988,-1072.86
11577,-983.909,-1935.93,-565.042,-1250.48
11578,-1015.31,-1937.98,-515.088,-1311.23
11579,-428.357,-1924.1,-481.655,-1256.05
11580,-317.006,-1911.01,-768.029,-1283.03
11581,-685.288,-1685.58,-787.133,-1102.49
11582,-429.009,-1780.62,-684.282,-1262.28
11583,-1020.68,-1791.71,-536.679,-1190.28
11584,-807.787,-1715.96,-550.06,-1365.23
11585,-1124.41,-1672.88,-671.842,-1401.91
11586,-752.705,-1786,-685.17,-1244.36
11587,-664.923,-1729.94,-648.573,-1243.07
11588,-305.638,-1680.81,-649.115,-1185.19
11589,-967.52,-1764.16,-706.558,-1280.62
11590,-1062.13,-1622.23,-601.418,-1271.34
11591,-735.049,-1790.58,-461.329,-1196.49
11592,-460.009,-1785.32,-359.232,-1242.93
11593,-223.905,-1891.36,-611.848,-1195.13
11594,-329.117,-1882.84,-662.105,-1217.8
11595,-323.944,-1757.64,-708.349,-1176.74
11596,-428.808,-1935.21,-562.541,-1227.46
11597,-577.666,-1880.65,-650.8,-1436.05
11598,-557.242,-1789.34,-688.78,-1160.05
11599,-284.105,-1906.04,-671.762,-1373.78
11600,-163.152,-1866.34,-676.368,-1448.29
11601,-330.806,-1880.78,-772.413,-1158.92
11602,-557.46,-1757.55,-641.771,-1164.42
11603,-426.159,-1714.73,-669.286,-1213.5
11604,-434.86,-1737.2,-648.309,-907.226
11605,-408.328,-1636.91,-681.005,-1235.43
11606,-852.359,-1622.32,-684.595,-1262.12
11607,-896.508,-1758.4,-614.563,-1255.05
11608,-943.015,-1752.41,-638.352,-1083.15
11609,-895.017,-1430.44,-664.931,-1317.1
11610,-876.707,-1735.55,-741.121,-1168.68
11611,-810.11,-1672.14,-810.142,-1104.79
11612,-898.191,-1819.37,-618.178,-1231.18
11613,-984.03,-1921.63,-639.308,-1237.91
11614,-871.282,-1876.27,-643.096,-1298.56
11615,-874.708,-1903.98,-658.043,-1231.52
11616,-1062.74,-1777.31,-541.499,-1123.02
11617,-911.043,-1841.11,-766.289,-1211.82
11618,-858.625,-1806.26,-651.517,-1256.17
11619,-678.271,-1976.62,-577.651,-1177.47
11620,-403.759,-1873.34,-496.924,-1218.64
11621,-365.163,-1871.52,-473.302,-1206.39
11622,-514.98,-1974.93,-822.031,-1242.37
11623,-890.209,-1881.44,-726.43,-1202.38
11624,-648.593,-1749.55,-740.249,-1108.8
11625,-472.446,-1738.6,-702.843,-1215.35
11626,-845.033,-1861.3,-675.295,-1347.98
11627,-846.48,-1900.96,-466.509,-1124.82
11628,-1010.3,-1929.73,-682.547,-1106.42
11629,-886.693,-1767.3,-689.645,-1302.88
11630,-861.4,-1772.36,-692.95,-1151.65
11631,-1024.36,-1747.46,-722.679,-1256.29
11632,-946.751,-1732.54,-694.737,-1286.89
11633,-871.952,-1693.58,-616.829,-1372.88
11634,-662.477,-1743.49,-557.387,-1187.46
11635,-997.577,-1753,-408.38,-1170.14
11636,-776.225,-1983.09,-660.98,-1194.54
11637,-304.763,-1802.08,-455.359,-1036.13
11638,-646.229,-1932.23,-430.014,-1265.61
11639,-875.242,-1802.07,-554.067,-1362.93
11640,-999.74,-1898.24,-810.048,-1347.59
11641,-976.45,-1692.61,-688.994,-1141.26
11642,-933.328,-1723.14,-677.235,-1296.3
11643,-952.983,-1693.77,-742.546,-1185.02
11644,-1107.89,-1910.47,-769.482,-1184.11
11645,-906.847,-1997.56,-699.049,-1251.72
11646,-864.082,-1745.12,-580.397,-1223.81
11647,-891.389,-1804.39,-737.821,-1266.66
11648,-876.48,-1765,-701.914,-1345.42
11649,-766.868,-1787.16,-704.064,-1239.14
11650,-358.592,-1820.62,-705.198,-1111.49
11651,-722.86,-1877.67,-673.329,-1178.59
11652,-826.405,-1750.34,-747.477,-1279.69
11653,-842.122,-1835.3,-586.622,-1334.79
11654,-882.892,-1757.45,-700.935,-1176.85
11655,-832.091,-1627.76,-676.082,-996.673
11656,-845.1,-1796.94,-661.448,-1167.54
11657,-898.205,-1721.09,-589.358,-1225.32
11658,-931.922,-1935.22,-645.059,-1164.76
11659,-903.855,-1754.21,-651.604,-1200.37
11660,-531.485,-1742.79,-760.379,-1285.26
11661,-408.115,-1875.58,-671.33,-1262.28
11662,-955.324,-1806.74,-700.536,-1162.86
11663,-791.19,-1813.91,-686.539,-1155.91
11664,-421.037,-1866.67,-697.232,-1310.11
11665,-376.438,-1815.21,-698.374,-1190.38
11666,-988.902,-1785.35,-757.138,-1139.21
11667,-733.433,-1886.62,-749.605,-1116.34
11668,-1053.02,-1910.72,-758.144,-1233.75
11669,-927.539,-1734.99,-499.096,-1163.25
11670,-356.627,-1852.88,-415.931,-1184.62
11671,-475.079,-1774.98,-504.154,-1289.63
11672,-206.315,-1745.05,-699.387,-1150.43
11673,-399.427,-1627.06,-681.509,-1177.65
11674,-291.635,-1642.1,-716.316,-1153.99
11675,-382.579,-1849.85,-581.828,-1229.56
11676,-335.724,-1946.46,-563.839,-1283.92
11677,-355.03,-1920.94,-623.692,-1380.49
11678,-355.742,-1820.63,-664.758,-1188.87
11679,-246.395,-1712.63,-729.219,-1221.88
11680,-277.151,-1789.78,-711.114,-1257.48
11681,-662.915,-1934.8,-691.365,-1131.57
11682,-880.233,-1909.83,-664.025,-1315.65
11683,-812.601,-1907.45,-768.159,-1111.97
11684,-641.968,-1651.51,-608.942,-1124.11
11685,-835.665,-1948.22,-663.558,-1152.06
11686,-1040.4,-1874.29,-665.772,-1069.59
11687,-194.053,-1788.53,-688.667,-1126.97
11688,-228.628,-1763.29,-705.323,-1300.98
11689,-761.225,-1766.58,-677.726,-1300.49
11690,-774.096,-1782.06,-604.863,-1189.39
11691,-362.692,-1616.21,-616.906,-1226.37
11692,-668.743,-1757.49,-494.943,-1244.17
11693,-253.4,-1798.5,-569.425,-1339.89
11694,-427.701,-1681.58,-655.09,-1229.5
11695,-321.683,-1663.09,-635.654,-1195.38
11696,-444.965,-1759.58,-503.815,-1141.23
11697,-353.791,-1864.67,-576.538,-1225
11698,-328.338,-1768.21,-503.272,-1138.1
11699,-402.233,-1752.31,-522.521,-1180.71
11700,-205.388,-1613.59,-546.924,-1184.1
11701,-382.221,-1727.39,-490.193,-1259.77
11702,-1045.04,-1788.11,-675.3,-1268.86
11703,-289.771,-1734.85,-780.868,-1260.97
11704,-272.932,-1771.63,-679.394,-1446.51
11705,-296.873,-1873.33,-671.602,-1200.85
11706,-348.307,-1879.16,-719.391,-1258.29
11707,-463.363,-1850.13,-729.605,-1350.99
11708,-526.844,-1696.61,-755.032,-1326.37
11709,-289.46,-1734.78,-735.413,-1422.65
11710,-467.361,-1799.46,-712.667,-1317.88
11711,-480.65,-1965.57,-674.083,-1064.75
11712,-884.665,-1864.64,-641.536,-1117.98
11713,-302.867,-1709.61,-636.629,-1080.82
11714,-208.507,-1934.27,-561.287,-1186.33
11715,-177.313,-1894.68,-643.622,-1199.74
11716,-382.39,-1903.23,-759.983,-1454.87
11717,-474.045,-1801.87,-724.05,-1175.84
11718,-842.157,-1794.68,-587.18,-1387.39
11719,-963.843,-1758.31,-691.078,-1273.98
11720,-450.752,-1766.34,-735.021,-1248.94
11721,-820.437,-1656.35,-664.549,-1141.7
11722,-991.623,-1701.32,-719.015,-1326.77
11723,-1000.53,-1716.6,-801.415,-1259.29
11724,-950.828,-1839.07,-762.071,-1231.64
11725,-946.022,-1631.2,-550.202,-1219.94
11726,-812.166,-1681.3,-588.378,-1286.94
11727,-861.067,-1716.46,-595.132,-1309.92
11728,-716.299,-1753.8,-572.218,-1283.25
11729,-703.296,-1599.49,-359.621,-1247.29
11730,-841.844,-1722.44,-540.929,-1238.4
11731,-819.626,-1778.79,-702.822,-1264.6
11732,-769.715,-1769.86,-710.103,-1166.64
11733,-595.336,-1862.52,-719.821,-1150.66
11734,-1019.57,-1792.11,-733.831,-1207.27
11735,-790.623,-1706.48,-728.736,-1100.26
11736,-812.107,-1695.69,-683.857,-1234.33
11737,-951.98,-1870.08,-660.677,-1264.71
11738,-868.619,-1757.5,-525.86,-1199.28
11739,-910.482,-1832.94,-543.231,-1174.1
11740,-506.585,-1679.64,-546.506,-1247.83
11741,-370.3,-1726.62,-642.243,-1094.13
11742,-395.327,-1774.3,-648.275,-1094.55
11743,-272.824,-1639.94,-663.138,-976.119
11744,-350.391,-1813.07,-636.569,-1138.56
11745,-367.525,-1814.22,-671.278,-1256.58
11746,-438.422,-1753.98,-710.807,-1141.32
11747,-470.625,-1678.02,-536.651,-1181.06
11748,-404.619,-1863.99,-408.21,-1379.87
11749,-544.07,-1881.6,-376.057,-1370.92
11750,-380.071,-1835.54,-446.062,-1303.22
11751,-363.664,-1790.71,-584.161,-1395.41
11752,-624.228,-1917.53,-740.293,-1401.75
11753,-981.965,-1878.91,-513.56,-1342.9
11754,-528.224,-1620.71,-753.973,-1451.73
11755,-494.155,-1749.83,-788.069,-1262.79
11756,-449.736,-1831.62,-716.679,-1160.35
11757,-449.535,-1873.03,-705.533,-1269.22
11758,-427.725,-1700.63,-635.436,-1259.93
11759,-316.644,-1647.47,-489.097,-1214.64
11760,-526.725,-1677.29,-726.845,-1255.51
11761,-226.896,-1556.41,-534.413,-1193.27
11762,-471.879,-1740.94,-646.219,-1210.09
11763,-784.56,-1873.65,-696.094,-1295.7
11764,-713.191,-1836.36,-711.43,-1407.25
11765,-407.207,-1698.29,-734.325,-1283.16
11766,-246.16,-1696.2,-705.269,-1280.07
11767,-520.014,-1779.2,-745.329,-1343.45
11768,-719.53,-1736.7,-723.406,-1242.48
11769,-832.107,-1824.94,-667.352,-1303.26
11770,-499.985,-1905.35,-722.186,-1180.82
11771,-517.568,-1792.62,-710.993,-1305.46
11772,-998.095,-1787.97,-728.226,-1254.94
11773,-930.136,-1901.63,-680.444,-1187.73
11774,-947.429,-1872.95,-794.306,-1254.23
11775,-843.425,-1890.97,-740.022,-1244.18
11776,-857.18,-1710.12,-516.683,-1168.13
11777,-538.285,-1784.34,-520.737,-1198.86
11778,-947.134,-1860.9,-533.886,-1245.12
11779,-1176.95,-1880.43,-659.469,-1221.02
11780,-917.192,-1802.58,-640.944,-1226.06
11781,-961.934,-1777.5,-760.596,-1257.38
11782,-1030.61,-1796.63,-679.765,-1166.06
11783,-764.461,-1839.17,-827.877,-1338.31
11784,-1000.53,-1897.43,-588.007,-1277.99
11785,-515.578,-1996.65,-635.298,-1210.58
11786,-545.821,-1911.73,-757.716,-1136.16
11787,-545.829,-1955.62,-631.373,-1325.13
11788,-497.442,-1633.09,-645.086,-1305.43
11789,-446.094,-1575.11,-642.997,-1205.56
11790,-474.551,-1977.44,-739.337,-1213.96
11791,-279.756,-1854.78,-724.134,-1176.81
11792,-717.953,-1861.93,-662.302,-1266.44
11793,-866.486,-1660.67,-746.618,-1365.17
11794,-980.134,-1553.69,-745.058,-1191.36
11795,-1043.34,-1725.06,-741.836,-1227.44
11796,-1023.83,-1776.5,-764.13,-1242.12
11797,-726.999,-1789.34,-643.828,-1191.74
11798,-1013.82,-1830.15,-660.642,-1276.29
11799,-755.047,-1738.78,-728.13,-1155.49
11800,-899.586,-1736.1,-687.663,-1197.43
11801,-960.16,-1774.24,-616.588,-1300.3
11802,-107.171,-1764.55,-792.136,-1195.01
11803,-634.571,-1639.3,-665.624,-1196.44
11804,-862.456,-1653.35,-719.963,-1263.83
11805,-805.544,-1749.7,-782.401,-1204.14
11806,-884.453,-1698.14,-722.344,-1285.63
11807,-913.248,-1791.21,-684.645,-1181.49
11808,-983.622,-1866.1,-644.196,-1280.39
11809,-780.474,-1824.25,-646.118,-1321.34
11810,-848.032,-1788.45,-734.522,-1181.16
11811,-980.198,-1816.52,-734.131,-1185.82
11812,-697.307,-1782.28,-558.63,-1281.09
11813,-916.324,-1744.23,-489.075,-1570.51
11814,-847.503,-1832.75,-531.385,-1240.03
11815,-734.637,-1712.77,-838.358,-1108.26
11816,-853.205,-1720.84,-681.759,-1039.42
11817,-755.7,-1652.14,-731.9,-1492.89
11818,-902.14,-1527.22,-754.929,-1357.6
11819,-672.572,-1784.21,-622.848,-1370.45
11820,-857.532,-1767.82,-741.141,-1392.66
11821,-590.554,-1937.05,-702.169,-1345.7
11822,-979.404,-1953.87,-699.65,-1277.74
11823,-672.553,-1787.52,-676.388,-1338.48
11824,-118.128,-1820.58,-662.16,-1383.95
11825,-353.066,-1722.17,-550.503,-1191.57
11826,-344.282,-1849.57,-710.608,-1065.38
11827,-275.989,-1846.79,-670.409,-1255.51
11828,-432.277,-1765.54,-426.665,-1312.66
11829,-952.976,-1745.66,-468.757,-1275.34
11830,-360.069,-1734.71,-443.333,-1189.52
11831,-246.395,-1753.8,-693.592,-1363.61
11832,-217.278,-1743.66,-736.693,-1306.06
11833,-309.775,-1784.96,-696.222,-1314.38
11834,-579.992,-1789.64,-766.75,-1333
11835,-626.6,-1912.1,-644.737,-1237.07
11836,-959.991,-1843.15,-623.096,-1327.13
11837,-982.263,-1956.2,-704.741,-1226.99
11838,-979.851,-1905.07,-692.7,-1139.09
11839,-990.002,-1853.82,-713.316,-1278.04
11840,-1054.16,-1856.62,-765.392,-1293.69
11841,-1005.09,-1851.01,-664.042,-1242.9
11842,-754.784,-1847.55,-740.842,-1153.05
11843,-834.973,-1820.07,-603.906,-1224.35
11844,-837.597,-1837.06,-857.608,-1242.13
11845,-769.202,-1790.1,-700.194,-1161.03
11846,-916.138,-1849.7,-752.534,-1220.7
11847,-903.07,-1712.54,-733.877,-1209.74
11848,-980.796,-1903.37,-703.648,-1277.85
11849,-925.797,-1994.28,-699.837,-1284.57
11850,-807.487,-1938.18,-692.108,-1258.8
11851,-1059.65,-1854.41,-690.238,-1224.32
11852,-939.372,-1605.49,-707.252,-1111.67
11853,-766.315,-1636.85,-689.789,-1147.26
11854,-212.744,-1780.35,-756.981,-1164.05
11855,-188.886,-1855.23,-765.432,-1220.71
11856,-363.993,-1797.98,-664.499,-1254.01
11857,-494.022,-1944.8,-610.803,-1232.54
11858,-283.641,-1874.75,-728.33,-1313.04
11859,-266.289,-1854.28,-658.046,-1261.65
11860,-295.056,-1923.02,-712.791,-1259.49
11861,-320.416,-1889.06,-727.214,-1329.57
11862,-409.764,-1933.99,-717.966,-1318.77
11863,-401.514,-1671.9,-629.021,-1129.55
11864,-306.618,-1760.37,-684.782,-1434.98
11865,-536.383,-1817.45,-689.973,-1005.02
11866,-616.187,-1825.22,-711.702,-1192.89
11867,-262.036,-1564.65,-599.823,-1152.77
11868,-450.911,-1734.3,-461.042,-1204.03
11869,-349.316,-1729.17,-712.071,-1287.69
11870,-547.117,-1844.4,-653.864,-1164.72
11871,-605.027,-1825,-667.451,-1250.87
11872,-526.706,-1955.83,-626.389,-1194.42
11873,-324.715,-1918.11,-750.402,-1203.78
11874,-423.703,-1894.56,-479.584,-1265.03
11875,-368.801,-1866.18,-663.075,-1223.71
11876,-374.523,-1732.84,-696.368,-1265.43
11877,-411.501,-1796.14,-642.923,-1218.94
11878,-977.55,-1723.46,-683.008,-1158.1
11879,-819.682,-1663.02,-646.982,-1195.97
11880,-879.93,-1709.12,-667.394,-1306.74
11881,-898.765,-1734.78,-661.712,-1139.37
11882,-807.075,-1664.1,-741.471,-1182.33
11883,-695.962,-1834.6,-607.969,-1237.11
11884,-520.689,-1731.51,-575.871,-1215.76
11885,-453.549,-1865.13,-402.994,-1368.32
11886,-465.373,-1787.58,-563.869,-1282.26
11887,-393.337,-1929.12,-459.781,-1316.5
11888,-919.076,-1678.58,-680.769,-1281.52
11889,-357.708,-1694.05,-457.093,-1253.22
11890,-414.504,-1804.32,-550.046,-1156.41
11891,-485.142,-1653.14,-569.7,-1210.3
11892,-508.473,-1750.97,-703.541,-1294.16
11893,-400.865,-1767.4,-598.087,-1134.22
11894,-371.096,-1828.9,-610.901,-1318.42
11895,-212.69,-1826.57,-660.291,-1258.41
11896,-750.182,-1901.3,-660.97,-1155.39
11897,-867.812,-1949.83,-644.633,-1240.17
11898,-953.44,-1957.28,-681.347,-1184.26
11899,-827.011,-1898.65,-697.536,-1215.81
11900,-770.944,-1811.37,-599.426,-1199.46
11901,-474.255,-1850.25,-352.15,-1230.22
11902,-772.651,-1840.89,-507.923,-1304.11
11903,-459.808,-1868.36,-609.095,-1142.61
11904,-396.996,-1816.28,-610.842,-1234.04
11905,-418.022,-1807.03,-686.643,-1256.23
11906,-408.824,-1952.24,-570.817,-1247.02
11907,-449.728,-1842.29,-637.84,-1302.79
11908,-1100.98,-1973.4,-683.287,-1279.36
11909,-1124.73,-1705.37,-734.691,-1250.03
11910,-965.541,-1651.12,-740.512,-1323.3
11911,-942.411,-1624.94,-725.329,-1423.38
11912,-707.274,-1616.71,-703.642,-1425.36
11913,-901.435,-1815.78,-538.878,-1368.94
11914,-794.578,-1892.53,-638.102,-1377.77
11915,-895.499,-1838.89,-684.498,-1128.32
11916,-923.158,-1911.58,-482.947,-1080.11
11917,-480.898,-1698.47,-708.225,-1304.06
11918,-320.917,-1688.53,-717.236,-1208.92
11919,-423.642,-1790.12,-684.1,-1198.8
11920,-941.485,-1763.25,-726.363,-1231.13
11921,-507.597,-1879.95,-598.573,-1276.88
11922,-384.345,-1764.67,-673.7,-1362.61
11923,-375.708,-1850.8,-684.633,-1390.75
11924,-842.786,-1854.48,-621.649,-1384.17
11925,-841.224,-1830.43,-656.561,-1227.65
11926,-911.749,-1778.47,-802.533,-1056.75
11927,-957.375,-1804.65,-710.848,-1334.95
11928,-958.31,-1826.5,-780.27,-1157.78
11929,-733.191,-1730.53,-584.809,-1257.17
11930,-863.513,-1616.25,-626.762,-1294.84
11931,-905.962,-1735.46,-667.864,-1399.1
11932,-944.276,-1827.49,-572.68,-1265.46
11933,-894.409,-1885.25,-566.251,-1229.98
11934,-943.842,-1813.93,-448.476,-1390.42
11935,-904.78,-1662.66,-375.684,-1128.03
11936,-834.758,-1956.74,-549.006,-1150.39
11937,-363.748,-1849.62,-571.815,-1243.72
11938,-356.758,-1679.05,-717.728,-1213.28
11939,-433.277,-1809.43,-635.106,-1127.76
11940,-682.227,-1719.09,-956.71,-1106.92
11941,-748.712,-1608.4,-681.877,-1227.34
11942,-1183.76,-1828.7,-792.686,-1225.71
11943,-709.413,-1693.02,-756.577,-1114.56
11944,-1009.55,-1733.98,-689.739,-1223.86
11945,-882.031,-1790.57,-692.185,-1174.14
11946,-981.644,-1965.56,-665.257,-1119.81
11947,-856.343,-1867.95,-677.203,-1289.78
11948,-1022.26,-1623.1,-744.541,-1218.61
11949,-782.489,-1824.18,-391.64,-1183.01
11950,-882.073,-1812.16,-615.729,-1087.36
11951,-1050.27,-1670.55,-683.157,-1232.83
11952,-939.411,-1778.6,-656.728,-1272.42
11953,-808.56,-1925.34,-731.073,-1342.34
11954,-873.5,-1767.59,-627.857,-1089.17
11955,-840.469,-1718.72,-581.561,-1260.7
11956,-939.271,-1927.05,-582.614,-1154.91
11957,-938.483,-1752.81,-429.632,-1187.04
11958,-907.084,-1758.06,-469.212,-1477.83
11959,-1009.95,-1732.02,-654.678,-1308.83
11960,-890.243,-1957.6,-741.238,-1162.78
11961,-747.589,-1898.46,-784.187,-1181.29
11962,-926.116,-1854.55,-371.051,-1094.4
11963,-874.001,-1760.23,-437.26,-1165.05
11964,-870.269,-1768.78,-554.016,-1098.08
11965,-747.747,-1858.54,-719.656,-1181.55
11966,-1002.86,-1816.42,-713.669,-1210.8
11967,-961.502,-1898.64,-554.77,-1185.43
11968,-842.07,-1781.01,-665.167,-1330.36
11969,-914.64,-1752.99,-622.983,-1240.82
11970,-613.453,-1813.99,-727.34,-1240.97
11971,-901.555,-1924.33,-582.745,-1205.6
11972,-839.639,-1848,-673.056,-1133.86
11973,-1026.43,-1614.34,-578.195,-1269.08
11974,-813.431,-1745.57,-726.29,-1106.83
11975,-804.055,-1849.33,-702.649,-1282.41
11976,-434.108,-1852.25,-626.196,-1328.52
11977,-910.998,-1784.95,-854.376,-1276.07
11978,-1037.65,-1793.79,-656.844,-1213.02
11979,-868.831,-1858.42,-677.486,-1408.01
11980,-570.021,-1959.48,-698.181,-1232.33
11981,-203.169,-1854.46,-634.465,-1345.38
11982,-652.664,-1755.52,-772.833,-1265.39
11983,-860.633,-1932.35,-625.585,-1240.97
11984,-675.949,-1828.71,-769.149,-1072.04
11985,-239.061,-1756.63,-784.94,-1064.99
11986,-1015.67,-1577.42,-686.229,-1293.48
11987,-1000.45,-1800.14,-646.269,-1273.1
11988,-1015.83,-1654.51,-696.366,-1234.61
11989,-875.362,-1814.42,-775.722,-1119.74
11990,-471.222,-1747.41,-697.434,-1185.64
11991,-312.234,-1782.33,-653.311,-1151.03
11992,-733.56,-1694.34,-610.599,-1197.83
11993,-194.849,-1693.9,-687.409,-1232.04
11994,-502.137,-1768.84,-717.707,-1096.52
11995,-329.828,-1846.49,-684.87,-1194.42
11996,-355.167,-1866.02,-564.921,-1270.35
11997,-492.464,-1989.95,-782.576,-1213.03
11998,-430.737,-1881.24,-732.772,-1176.88
11999,-193.709,-1914.99,-509.801,-1225.52
12000,-386.299,-1825.54,-576.707,-1254.66
12001,-368.897,-1635.48,-427.904,-1324.93
12002,-269.266,-1798.22,-521.192,-1202.47
12003,-608.766,-1622.32,-644.302,-1273.09
12004,-580.871,-1764.43,-776.942,-1291.18
12005,-884.224,-1787.55,-492.013,-1127.06
12006,-825.748,-1821.55,-489.591,-1054.86
12007,-569.718,-1763.06,-686.966,-1255.5
12008,-888.863,-1967.17,-696.29,-1359.78
12009,-1071.03,-1813.09,-714.786,-1213.91
12010,-981.411,-1723.49,-783.499,-1305.98
12011,-922.349,-1693.83,-727.323,-1197.34
12012,-944.985,-1652.67,-689.908,-1157.62
12013,-761.935,-1843.62,-683.036,-1243.21
12014,-902.681,-1613.8,-731.406,-1204.54
12015,-518.045,-1747.93,-619.06,-1365.39
12016,-426.983,-1620.77,-644.672,-1386.83
12017,-284.435,-1687.22,-671.747,-1266.89
12018,-302.428,-1610.73,-643.074,-1170.33
12019,-478.147,-1437.8,-727.28,-1086.8
12020,-977.562,-1791.43,-649.339,-1081.33
12021,-787.99,-1819.64,-748.579,-1445.89
12022,-617.24,-1786.56,-671.97,-1239
12023,-973.809,-1803.59,-669.059,-1354.85
12024,-888.044,-1854.29,-529.093,-1213.21
12025,-899.075,-1838.43,-730.234,-1243.17
12026,-941.482,-1672.5,-683.174,-1372.92
12027,-144.656,-1864.19,-606.733,-1367.89
12028,-428.409,-1807.72,-598.194,-1215.14
12029,-183.372,-1944.27,-740.099,-1109.03
12030,-36.6521,-1830.79,-654.832,-1222.51
12031,-262.9,-1919.88,-622.576,-1316.2
12032,-530.672,-1780.95,-660.59,-1266.18
12033,-335.053,-1797.14,-480.851,-1177.39
12034,-377.333,-1866.61,-533.908,-1290.69
12035,-285.158,-1703.72,-627.216,-1305.53
12036,-280.012,-1731.39,-784.87,-1389.25
12037,-233.448,-1777.93,-696.991,-1187.04
12038,-266.993,-1777.94,-525.845,-1219.04
12039,-366.366,-1697.59,-702.025,-1166.11
12040,-372.742,-1978.19,-706.572,-1327.81
12041,-439.082,-1656.73,-668.214,-1349.26
12042,-512.99,-1671.82,-685.193,-1214.58
12043,-346.807,-1643.26,-677.947,-1126.33
12044,-247.002,-1740.78,-738.128,-1187.89
12045,-313.888,-1932.45,-798.659,-1296.82
12046,-338.051,-1841.66,-627.981,-1195.16
12047,-348.53,-1845.28,-730.885,-1255.89
12048,-595.948,-1889.35,-724.149,-1374.11
12049,-671.451,-1790.94,-718.714,-1209.68
12050,-944.038,-1949.98,-443.356,-1229.44
12051,-1138.81,-1801.51,-832.367,-1286.93
12052,-981.281,-1934.32,-723.912,-1297.72
12053,-773.295,-1843.9,-637.117,-1200.13
12054,-907.986,-1749,-600.749,-1179.26
12055,-809.476,-1747.01,-780.957,-1187.59
12056,-720.373,-1746.36,-751.269,-1260.01
12057,-860.096,-1613.6,-745.76,-1230.54
12058,-853.505,-1689.52,-620.135,-1201.13
12059,-919.411,-1720.94,-644.534,-1270.93
12060,-721.872,-1696.74,-682.605,-1299.41
12061,-862.602,-1688.73,-743.28,-1297.27
12062,-738.759,-1776.24,-694.654,-1172.62
12063,-951.259,-1904.7,-664.168,-1252.25
12064,-360.357,-1873.99,-757.091,-1249.77
12065,-394.497,-1818.56,-621.604,-1233.14
12066,-464.001,-1589.14,-555.302,-1149.83
12067,-267.262,-1719.81,-557.637,-1119.56
12068,-386.886,-1785.81,-796.421,-1143.53
12069,-386.728,-1888.07,-534.424,-1182.63
12070,-229.874,-1536.41,-536.865,-1221.29
12071,-400.353,-1675.33,-547.325,-1107.05
12072,-353.172,-1970.11,-538.004,-1185.59
12073,-777.915,-1767.73,-601.067,-1123.49
12074,-842.587,-1843.9,-403.911,-1143.88
12075,-922.137,-1811.44,-719.741,-1241
12076,-1071.31,-1833.72,-729.74,-1138.38
12077,-1019.56,-1767.32,-736.885,-1266.84
12078,-1003.55,-1834.37,-724.152,-1232.56
12079,-1018.5,-1774.1,-698.735,-1253.38
12080,-874.47,-1775.92,-676.165,-1354.27
12081,-378.592,-1888.16,-616.481,-1262.25
12082,-552.082,-1921.99,-638.867,-1253.85
